Accident_ID,State,Date,Time,Reason,Number_of_Deaths,Number_of_Injuries,Road_Type,Weather_Conditions,Alcohol_Involved,Driver_Fatigue,Road_Conditions,Speed_Limit
1258,Rajasthan,2022-06-19,07:45:00,Poor road conditions,1,1,Urban,Sunny,No,No,Fair,50
1259,Madhya Pradesh,2022-06-21,14:30:00,Driver fatigue,2,3,Rural,Sunny,No,Yes,Good,40
1260,Karnataka,2022-06-24,21:20:00,Speeding,1,2,Urban,Rainy,Yes,No,Poor,50
1261,Andhra Pradesh,2023-05-01,09:30:00,Speeding,2,3,Rural,Sunny,No,No,Poor,60
1262,Karnataka,2023-05-02,12:45:00,Drunk Driving,1,4,Urban,Rainy,Yes,No,Good,40
1263,Delhi,2023-05-03,08:15:00,Poor Road Conditions,0,2,Urban,Foggy,No,No,Poor,50
1264,Maharashtra,2023-05-04,10:00:00,Driver Fatigue,3,6,Rural,Sunny,No,Yes,Good,70
1265,Uttar Pradesh,2023-05-05,17:20:00,Speeding,1,2,Rural,Sunny,No,No,Fair,80
1266,Tamil Nadu,2023-05-06,11:00:00,Drunk Driving,0,1,Urban,Sunny,Yes,No,Good,30
1267,Rajasthan,2023-05-07,13:30:00,Poor Road Conditions,2,5,Rural,Rainy,No,No,Poor,60
1268,West Bengal,2023-05-08,07:00:00,Driver Fatigue,1,3,Urban,Sunny,No,Yes,Fair,50
1269,Gujarat,2023-05-09,16:30:00,Speeding,0,4,Rural,Sunny,No,No,Good,60
1270,Assam,2023-05-10,10:45:00,Poor Road Conditions,1,2,Urban,Foggy,No,No,Poor,40
1271,Bihar,2023-05-11,18:00:00,Driver Fatigue,3,6,Rural,Sunny,No,Yes,Fair,70
1272,Punjab,2023-05-12,05:15:00,Drunk Driving,2,4,Urban,Sunny,Yes,No,Good,30
1273,Haryana,2023-05-13,12:20:00,Speeding,1,3,Rural,Sunny,No,No,Fair,80
1274,Odisha,2023-05-14,15:00:00,Driver Fatigue,0,1,Urban,Rainy,No,Yes,Poor,50
1275,Madhya Pradesh,2023-05-15,08:30:00,Poor Road Conditions,2,5,Rural,Rainy,No,No,Poor,60
1276,Jharkhand,2023-05-16,13:15:00,Drunk Driving,1,2,Urban,Foggy,Yes,No,Good,40
1277,Chhattisgarh,2023-05-17,06:45:00,Driver Fatigue,3,6,Rural,Sunny,No,Yes,Fair,70
1278,Manipur,2023-05-18,18:30:00,Speeding,0,4,Rural,Sunny,No,No,Good,60
1279,Delhi,2023-06-12,07:15:00,Poor road conditions,1,5,Urban,Rainy,No,Yes,Poor,40
1280,West Bengal,2023-05-08,07:00:00,Driver Fatigue,1,3,Urban,Sunny,No,Yes,Fair,50
1281,Chhattisgarh,2022-04-01,09:15:00,Speeding,3,1,Urban,Sunny,Yes,No,Poor,60
1282,Maharashtra,2022-04-02,18:20:00,Drunk driving,2,2,Rural,Sunny,Yes,No,Fair,70
1283,Andhra Pradesh,2022-04-03,12:30:00,Speeding,1,4,Urban,Rainy,Yes,No,Good,80
1284,Odisha,2022-04-04,08:40:00,Driver fatigue,0,5,Rural,Foggy,No,Yes,Poor,40
1285,Telangana,2022-04-05,16:55:00,Poor road conditions,2,3,Urban,Sunny,No,No,Fair,60
1286,Kerala,2022-04-06,06:00:00,Speeding,1,1,Rural,Sunny,No,Yes,Fair,50
1287,Assam,2022-04-07,19:45:00,Driver fatigue,1,2,Urban,Rainy,No,Yes,Good,40
1288,Gujarat,2022-04-08,21:10:00,Poor road conditions,3,0,Urban,Snowy,No,No,Good,80
1289,Rajasthan,2022-04-09,15:30:00,Speeding,2,1,Rural,Sunny,Yes,No,Poor,60
1290,Karnataka,2022-04-10,08:15:00,Drunk driving,1,4,Rural,Sunny,Yes,No,Fair,70
1291,Andhra Pradesh,2022-04-11,12:00:00,Speeding,0,5,Urban,Sunny,No,No,Poor,50
1292,Tamil Nadu,2022-04-12,04:20:00,Driver fatigue,2,2,Urban,Rainy,Yes,No,Good,40
1293,Madhya Pradesh,2022-04-13,22:30:00,Poor road conditions,1,3,Rural,Sunny,No,Yes,Good,60
1294,Chhattisgarh,2022-04-14,10:45:00,Speeding,3,0,Rural,Sunny,Yes,No,Poor,50
1295,Maharashtra,2022-04-15,14:20:00,Driver fatigue,2,2,Urban,Foggy,Yes,No,Good,40
1296,Odisha,2022-04-16,16:30:00,Poor road conditions,1,1,Rural,Sunny,No,Yes,Fair,70
1297,Karnataka,2022-04-17,08:50:00,Speeding,0,4,Urban,Sunny,No,No,Fair,50
1298,Andhra Pradesh,2022-04-18,03:00:00,Driver fatigue,1,2,Rural,Sunny,No,Yes,Good,40
1299,Telangana,2022-04-19,20:10:00,Speeding,3,1,Rural,Snowy,Yes,No,Poor,60
1300,Kerala,2022-04-20,11:45:00,Drunk driving,2,2,Urban,Rainy,Yes,No,Poor,70




